Vehicle ID,State,Country,Location,Repair,Reason,YEAR,Make,Body Type
2.59E+15,West Virginia,United States,"West Virginia, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.6E+15,West Virginia,United States,"West Virginia, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.61E+15,West Virginia,United States,"West Virginia, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.62E+15,West Virginia,United States,"West Virginia, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.64E+15,West Virginia,United States,"West Virginia, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.64E+15,West Virginia,United States,"West Virginia, United States",Struts,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.65E+15,West Virginia,United States,"West Virginia, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.65E+15,West Virginia,United States,"West Virginia, United States",Struts,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.66E+15,West Virginia,United States,"West Virginia, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.66E+15,West Virginia,United States,"West Virginia, United States",Struts,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.68E+15,West Virginia,United States,"West Virginia, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.68E+15,West Virginia,United States,"West Virginia, United States",Transmission,slips in and out of gear,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.69E+15,West Virginia,United States,"West Virginia, United States",Fuel tank,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.69E+15,West Virginia,United States,"West Virginia, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.69E+15,West Virginia,United States,"West Virginia, United States",Tire repair,Flat- reparable,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.7E+15,West Virginia,United States,"West Virginia, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.7E+15,West Virginia,United States,"West Virginia, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.7E+15,West Virginia,United States,"West Virginia, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.7E+15,West Virginia,United States,"West Virginia, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.7E+15,West Virginia,United States,"West Virginia, United States",Wheel Arch,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.71E+15,West Virginia,United States,"West Virginia, United States",Dent Repair Left Fender,Collision,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.73E+15,West Virginia,United States,"West Virginia, United States",Tire repair,Flat- reparable,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.73E+15,West Virginia,United States,"West Virginia, United States",Tire replacement,Flat- hole not reparable,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.74E+15,Wyoming,United States,"Wyoming, United States",Battery replacement,Dead battery,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.74E+15,Wyoming,United States,"Wyoming, United States",Tire repair,Flat- reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.74E+15,Wyoming,United States,"Wyoming, United States",Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.74E+15,Wyoming,United States,"Wyoming, United States",Windshield replacement,Crack,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.75E+15,Wyoming,United States,"Wyoming, United States",Tire repair,Flat- reparable,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
2.77E+15,Wyoming,United States,"Wyoming, United States",Tire repair,Flat- reparable,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.77E+15,Wyoming,United States,"Wyoming, United States",Tire replacement,Flat- hole not reparable,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.82E+15,Connecticut,United States,"Connecticut, United States",Tire repair,Flat- reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.83E+15,Delaware,United States,"Delaware, United States",Fuel tank,Corrosion,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.95E+15,Iowa,United States,"Iowa, United States",Fuel tank,Hole,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.95E+15,Iowa,United States,"Iowa, United States",Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.96E+15,Iowa,United States,"Iowa, United States",Tire repair,Flat- reparable,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
3.02E+15,Idaho,United States,"Idaho, United States",Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
3.09E+15,Iowa,United States,"Iowa, United States",Fuel tank,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.11E+15,New Hampshire,United States,"New Hampshire, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
